"node","string_id","mcl_cluster","x_position","y_position"
"G3PQL2","69293.ENSGACP00000019897",2,0.188512035010941,0.412177419354839
"G3PQX4","69293.ENSGACP00000020009",1,0.582385120350109,0.431774193548387
"G3PSB5","69293.ENSGACP00000020501",19,0.813457330415755,0.34758064516129
"G3PSB6","69293.ENSGACP00000020502",20,0.813457330415755,0.463709677419355
"G3PVG3","69293.ENSGACP00000021600",3,0.680853391684902,0.80991935483871
"G3PVK4","69293.ENSGACP00000021643",6,0.917177242888403,0.833145161290323
"G3PYA1","69293.ENSGACP00000022591",4,0.817396061269147,0.6575
"G3PYU1","69293.ENSGACP00000022781",9,0.659190371991247,0.908629032258065
"G3Q0N5","69293.ENSGACP00000023430",2,0.362472647702407,0.285887096774194
"G3Q162","69293.ENSGACP00000023610",7,0.678884026258206,0.521774193548387
"G3Q289","69293.ENSGACP00000023988",7,0.77472647702407,0.563870967741935
"G3Q2Y3","69293.ENSGACP00000024232",9,0.611269146608315,0.917338709677419
"G3Q393","69293.ENSGACP00000024345",9,0.630306345733042,0.843306451612903
"G3Q3X8","69293.ENSGACP00000024582",6,0.881728665207878,0.881774193548387
"G3Q3Z6","69293.ENSGACP00000024600",1,0.620459518599562,0.154516129032258
"G3Q4Z0","69293.ENSGACP00000024944",3,0.500328227571116,0.748225806451613
"G3Q6T4","69293.ENSGACP00000025594",2,0.0782275711159738,0.428870967741935
"G3Q972","69293.ENSGACP00000026436",1,0.542341356673961,0.406370967741935
"G3QBL0","69293.ENSGACP00000027276",8,0.562035010940919,0.0862903225806452
"G3QBU5","69293.ENSGACP00000027361",2,0.378227571115974,0.242338709677419
"G3QCC3","69293.ENSGACP00000027539",8,0.489168490153173,0.116774193548387
"Q804E3","69293.ENSGACP00000009457",21,0.288293216630197,0.812096774193548
