node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
G3NBA2	G3PM61	69293.ENSGACP00000002598	69293.ENSGACP00000018692	0	0	0	0	0.297	0.744	0	0.128	0.829
G3NBA2	G3Q486	69293.ENSGACP00000002598	69293.ENSGACP00000024690	0	0	0	0	0.804	0	0	0.322	0.861
G3NBA2	G3NPA2	69293.ENSGACP00000002598	69293.ENSGACP00000007166	0	0	0	0	0.817	0.685	0	0.212	0.950
G3NBA2	G3NDE4	69293.ENSGACP00000002598	69293.ENSGACP00000003344	0	0	0	0	0.466	0.891	0.621	0.234	0.980
G3NBA2	G3Q2D6	69293.ENSGACP00000002598	69293.ENSGACP00000024035	0	0	0	0	0.840	0.819	0	0.452	0.982
G3NBA2	G3PKP7	69293.ENSGACP00000002598	69293.ENSGACP00000018177	0	0	0	0	0.228	0.889	0.622	0.669	0.987
G3NBA2	G3PZH5	69293.ENSGACP00000002598	69293.ENSGACP00000023015	0	0	0	0	0.692	0.836	0.612	0.537	0.989
G3NBA2	G3NW63	69293.ENSGACP00000002598	69293.ENSGACP00000009582	0	0	0	0	0.692	0.892	0.621	0.391	0.991
G3NBA2	G3PDR7	69293.ENSGACP00000002598	69293.ENSGACP00000015741	0	0	0	0	0.814	0.891	0.622	0.383	0.994
G3NBM8	G3P846	69293.ENSGACP00000002722	69293.ENSGACP00000013770	0	0	0	0	0.467	0	0	0	0.467
G3NBM8	G3PDV0	69293.ENSGACP00000002722	69293.ENSGACP00000015774	0	0	0	0	0.837	0.892	0.621	0.694	0.997
G3NBM8	G3NFG6	69293.ENSGACP00000002722	69293.ENSGACP00000004068	0	0	0	0	0.962	0.892	0.621	0.341	0.998
G3NBM8	G3NRK0	69293.ENSGACP00000002722	69293.ENSGACP00000007967	0	0	0	0	0.962	0.892	0.621	0.273	0.998
G3NBM8	G3NUM7	69293.ENSGACP00000002722	69293.ENSGACP00000009045	0	0	0	0	0.991	0.892	0.621	0.579	0.999
G3NBM8	G3Q3C4	69293.ENSGACP00000002722	69293.ENSGACP00000024376	0	0	0	0	0.989	0.892	0.621	0.662	0.999
G3NBM8	G3P5V0	69293.ENSGACP00000002722	69293.ENSGACP00000012973	0	0	0	0	0.989	0.892	0.621	0.565	0.999
G3NBM8	G3PJH2	69293.ENSGACP00000002722	69293.ENSGACP00000017752	0	0	0	0	0.962	0.884	0.543	0.575	0.999
G3NBM8	G3NU97	69293.ENSGACP00000002722	69293.ENSGACP00000008915	0	0	0	0	0.990	0.892	0.621	0.685	0.999
G3NBM8	G3Q972	69293.ENSGACP00000002722	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.708	0.999
G3NBM8	G3PT54	69293.ENSGACP00000002722	69293.ENSGACP00000020790	0	0	0	0	0.962	0.888	0.621	0.637	0.999
G3NBM8	G3Q659	69293.ENSGACP00000002722	69293.ENSGACP00000025366	0	0	0	0	0.991	0.892	0.621	0.573	0.999
G3NBM8	G3PQX4	69293.ENSGACP00000002722	69293.ENSGACP00000020009	0	0	0	0	0.962	0.892	0.621	0.540	0.999
G3NBM8	G3Q163	69293.ENSGACP00000002722	69293.ENSGACP00000023611	0	0	0	0	0.986	0.892	0.621	0.386	0.999
G3NBM8	G3PP08	69293.ENSGACP00000002722	69293.ENSGACP00000019341	0	0	0	0	0.962	0.892	0.621	0.558	0.999
G3NDE4	G3Q486	69293.ENSGACP00000003344	69293.ENSGACP00000024690	0	0	0	0	0.690	0	0	0.110	0.712
G3NDE4	G3PQL2	69293.ENSGACP00000003344	69293.ENSGACP00000019897	0	0	0	0	0.809	0	0	0.239	0.848
G3NDE4	G3PM61	69293.ENSGACP00000003344	69293.ENSGACP00000018692	0	0	0	0	0.309	0.726	0.366	0.153	0.884
G3NDE4	G3NYB9	69293.ENSGACP00000003344	69293.ENSGACP00000010339	0	0	0	0	0.713	0	0	0.690	0.907
G3NDE4	G3NPA2	69293.ENSGACP00000003344	69293.ENSGACP00000007166	0	0	0	0	0.669	0.720	0.363	0.222	0.947
G3NDE4	G3PKP7	69293.ENSGACP00000003344	69293.ENSGACP00000018177	0	0	0	0	0.209	0.890	0.621	0.439	0.979
G3NDE4	G3Q2D6	69293.ENSGACP00000003344	69293.ENSGACP00000024035	0	0	0	0	0.658	0.883	0.450	0.272	0.981
G3NDE4	G3PDR7	69293.ENSGACP00000003344	69293.ENSGACP00000015741	0	0	0	0	0.237	0.869	0.621	0.696	0.986
G3NDE4	G3PZH5	69293.ENSGACP00000003344	69293.ENSGACP00000023015	0	0	0	0	0.796	0.882	0.567	0.233	0.990
G3NDE4	G3NW63	69293.ENSGACP00000003344	69293.ENSGACP00000009582	0	0	0	0	0.690	0.892	0.621	0.642	0.994
G3NEJ2	G3PXF9	69293.ENSGACP00000003743	69293.ENSGACP00000022298	0	0	0	0	0.691	0.094	0.126	0.077	0.743
G3NEJ2	G3PVK9	69293.ENSGACP00000003743	69293.ENSGACP00000021648	0	0	0	0	0.691	0.094	0.126	0.077	0.743
G3NFC1	G3Q163	69293.ENSGACP00000004023	69293.ENSGACP00000023611	0	0	0	0	0.055	0	0	0.441	0.449
G3NFG6	G3Q486	69293.ENSGACP00000004068	69293.ENSGACP00000024690	0	0	0	0	0.199	0	0	0.402	0.500
G3NFG6	G3PJH2	69293.ENSGACP00000004068	69293.ENSGACP00000017752	0	0	0	0	0.962	0.884	0.543	0.439	0.998
G3NFG6	G3NUM7	69293.ENSGACP00000004068	69293.ENSGACP00000009045	0	0	0	0	0.992	0.892	0.621	0.204	0.999
G3NFG6	G3Q3C4	69293.ENSGACP00000004068	69293.ENSGACP00000024376	0	0	0	0	0.962	0.892	0.621	0.464	0.999
G3NFG6	G3Q163	69293.ENSGACP00000004068	69293.ENSGACP00000023611	0	0	0	0	0.991	0.892	0.621	0.612	0.999
G3NFG6	G3PDV0	69293.ENSGACP00000004068	69293.ENSGACP00000015774	0	0	0	0	0.962	0.892	0.621	0.433	0.999
G3NFG6	G3P5V0	69293.ENSGACP00000004068	69293.ENSGACP00000012973	0	0	0	0	0.992	0.892	0.621	0	0.999
G3NFG6	G3NRK0	69293.ENSGACP00000004068	69293.ENSGACP00000007967	0	0	0	0	0.962	0.892	0.621	0.534	0.999
G3NFG6	G3NU97	69293.ENSGACP00000004068	69293.ENSGACP00000008915	0	0	0	0	0.991	0.892	0.587	0.141	0.999
G3NFG6	G3Q972	69293.ENSGACP00000004068	69293.ENSGACP00000026436	0.042	0	0	0	0.978	0.892	0.621	0.496	0.999
G3NFG6	G3PT54	69293.ENSGACP00000004068	69293.ENSGACP00000020790	0	0	0	0	0.990	0.892	0.621	0.440	0.999
G3NFG6	G3PP08	69293.ENSGACP00000004068	69293.ENSGACP00000019341	0	0	0	0	0.991	0.892	0.621	0.531	0.999
G3NFG6	G3Q659	69293.ENSGACP00000004068	69293.ENSGACP00000025366	0	0	0	0	0.992	0.892	0.621	0.110	0.999
G3NFG6	G3PQX4	69293.ENSGACP00000004068	69293.ENSGACP00000020009	0.275	0	0	0	0.991	0.892	0.621	0.672	0.999
G3NIW2	G3NRK0	69293.ENSGACP00000005272	69293.ENSGACP00000007967	0	0	0	0	0	0	0	0.653	0.653
G3NJU3	G3PXF9	69293.ENSGACP00000005605	69293.ENSGACP00000022298	0	0	0	0	0.170	0.143	0.364	0.211	0.595
G3NJU3	G3PVK9	69293.ENSGACP00000005605	69293.ENSGACP00000021648	0	0	0	0	0.170	0.143	0.364	0.211	0.595
G3NJU3	G3NZN3	69293.ENSGACP00000005605	69293.ENSGACP00000010806	0	0	0.449	0.984	0.050	0.078	0.621	0.287	0.642
G3NNM8	G3NX96	69293.ENSGACP00000006942	69293.ENSGACP00000009965	0	0	0	0	0.128	0.082	0.365	0.111	0.487
G3NPA2	G3PKP7	69293.ENSGACP00000007166	69293.ENSGACP00000018177	0	0	0	0	0.209	0.147	0.468	0.066	0.619
G3NPA2	G3PLE8	69293.ENSGACP00000007166	69293.ENSGACP00000018429	0	0	0	0	0.474	0	0	0.587	0.773
G3NPA2	G3NYB9	69293.ENSGACP00000007166	69293.ENSGACP00000010339	0	0	0	0	0.761	0	0	0.167	0.792
G3NPA2	G3PQL2	69293.ENSGACP00000007166	69293.ENSGACP00000019897	0	0	0	0	0.818	0	0	0.229	0.853
G3NPA2	G3PDR7	69293.ENSGACP00000007166	69293.ENSGACP00000015741	0	0	0	0	0.773	0	0.438	0	0.866
G3NPA2	G3P8F3	69293.ENSGACP00000007166	69293.ENSGACP00000013877	0	0	0	0	0.705	0.403	0.353	0.316	0.911
G3NPA2	G3Q486	69293.ENSGACP00000007166	69293.ENSGACP00000024690	0	0	0	0	0.836	0	0	0.685	0.946
G3NPA2	G3PZH5	69293.ENSGACP00000007166	69293.ENSGACP00000023015	0	0	0	0	0.833	0.712	0.468	0.154	0.975
G3NPA2	G3NW63	69293.ENSGACP00000007166	69293.ENSGACP00000009582	0	0	0	0	0.830	0.716	0.495	0.134	0.976
G3NPA2	G3PM61	69293.ENSGACP00000007166	69293.ENSGACP00000018692	0	0	0	0	0.721	0.726	0.520	0.624	0.984
G3NPA2	G3Q2D6	69293.ENSGACP00000007166	69293.ENSGACP00000024035	0	0	0	0	0.837	0.883	0.622	0.760	0.998
G3NRK0	G3Q486	69293.ENSGACP00000007967	69293.ENSGACP00000024690	0	0	0	0	0.556	0	0.149	0.092	0.626
G3NRK0	G3PLE8	69293.ENSGACP00000007967	69293.ENSGACP00000018429	0	0	0	0	0.544	0.359	0.042	0.435	0.820
G3NRK0	G3PJH2	69293.ENSGACP00000007967	69293.ENSGACP00000017752	0.160	0	0	0	0.962	0.884	0.543	0.261	0.998
G3NRK0	G3PQX4	69293.ENSGACP00000007967	69293.ENSGACP00000020009	0	0	0	0	0.962	0.892	0.621	0.269	0.998
G3NRK0	G3NUM7	69293.ENSGACP00000007967	69293.ENSGACP00000009045	0	0	0	0	0.962	0.892	0.621	0.709	0.999
G3NRK0	G3Q3C4	69293.ENSGACP00000007967	69293.ENSGACP00000024376	0.127	0	0.279	0	0.991	0.892	0.621	0.395	0.999
G3NRK0	G3PDV0	69293.ENSGACP00000007967	69293.ENSGACP00000015774	0.126	0	0	0	0.992	0.892	0.621	0.705	0.999
G3NRK0	G3P5V0	69293.ENSGACP00000007967	69293.ENSGACP00000012973	0.201	0	0	0	0.962	0.892	0.621	0.541	0.999
G3NRK0	G3NU97	69293.ENSGACP00000007967	69293.ENSGACP00000008915	0.186	0	0	0	0.962	0.892	0.621	0.539	0.999
G3NRK0	G3Q972	69293.ENSGACP00000007967	69293.ENSGACP00000026436	0.148	0	0	0	0.962	0.892	0.621	0.540	0.999
G3NRK0	G3PT54	69293.ENSGACP00000007967	69293.ENSGACP00000020790	0	0	0	0	0.992	0.891	0.621	0.176	0.999
G3NRK0	G3Q659	69293.ENSGACP00000007967	69293.ENSGACP00000025366	0.199	0	0	0	0.962	0.892	0.621	0.416	0.999
G3NRK0	G3Q163	69293.ENSGACP00000007967	69293.ENSGACP00000023611	0	0	0	0	0.991	0.892	0.621	0.555	0.999
G3NRK0	G3PP08	69293.ENSGACP00000007967	69293.ENSGACP00000019341	0	0	0	0	0.989	0.892	0.621	0.186	0.999
G3NU97	G3PJH2	69293.ENSGACP00000008915	69293.ENSGACP00000017752	0	0	0	0	0.962	0.884	0.543	0.261	0.998
G3NU97	G3NUM7	69293.ENSGACP00000008915	69293.ENSGACP00000009045	0	0	0	0	0.992	0.892	0.621	0.725	0.999
G3NU97	G3Q3C4	69293.ENSGACP00000008915	69293.ENSGACP00000024376	0	0	0.305	0	0.962	0.892	0.616	0.586	0.999
G3NU97	G3PDV0	69293.ENSGACP00000008915	69293.ENSGACP00000015774	0	0	0.211	0	0.962	0.892	0.621	0.746	0.999
G3NU97	G3P5V0	69293.ENSGACP00000008915	69293.ENSGACP00000012973	0.044	0	0	0	0.992	0.892	0.621	0.760	0.999
G3NU97	G3Q972	69293.ENSGACP00000008915	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.643	0.999
G3NU97	G3PT54	69293.ENSGACP00000008915	69293.ENSGACP00000020790	0	0	0	0	0.990	0.892	0.621	0.096	0.999
G3NU97	G3Q659	69293.ENSGACP00000008915	69293.ENSGACP00000025366	0	0	0	0	0.992	0.892	0.621	0.534	0.999
G3NU97	G3PQX4	69293.ENSGACP00000008915	69293.ENSGACP00000020009	0	0	0	0	0.991	0.892	0.587	0.283	0.999
G3NU97	G3Q163	69293.ENSGACP00000008915	69293.ENSGACP00000023611	0.084	0	0	0	0.991	0.892	0.621	0.476	0.999
G3NU97	G3PP08	69293.ENSGACP00000008915	69293.ENSGACP00000019341	0	0	0	0	0.992	0.892	0.543	0.694	0.999
G3NUM7	G3PJH2	69293.ENSGACP00000009045	69293.ENSGACP00000017752	0	0	0	0	0.962	0.884	0.543	0.535	0.998
G3NUM7	G3Q3C4	69293.ENSGACP00000009045	69293.ENSGACP00000024376	0	0	0	0	0.992	0.892	0.621	0.694	0.999
G3NUM7	G3Q163	69293.ENSGACP00000009045	69293.ENSGACP00000023611	0	0	0	0	0.992	0.892	0.621	0.717	0.999
G3NUM7	G3PDV0	69293.ENSGACP00000009045	69293.ENSGACP00000015774	0	0	0	0	0.962	0.892	0.621	0.793	0.999
G3NUM7	G3P5V0	69293.ENSGACP00000009045	69293.ENSGACP00000012973	0	0	0	0	0.992	0.892	0.621	0.439	0.999
G3NUM7	G3Q972	69293.ENSGACP00000009045	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.458	0.999
G3NUM7	G3PT54	69293.ENSGACP00000009045	69293.ENSGACP00000020790	0	0	0	0	0.992	0.892	0.621	0.436	0.999
G3NUM7	G3PP08	69293.ENSGACP00000009045	69293.ENSGACP00000019341	0	0	0	0	0.992	0.892	0.621	0.670	0.999
G3NUM7	G3Q659	69293.ENSGACP00000009045	69293.ENSGACP00000025366	0	0	0	0	0.992	0.892	0.621	0.647	0.999
G3NUM7	G3PQX4	69293.ENSGACP00000009045	69293.ENSGACP00000020009	0	0	0	0	0.991	0.892	0.621	0.739	0.999
G3NW63	G3P8F3	69293.ENSGACP00000009582	69293.ENSGACP00000013877	0	0	0	0	0.594	0.047	0	0	0.596
G3NW63	G3PM61	69293.ENSGACP00000009582	69293.ENSGACP00000018692	0	0	0	0	0.247	0.710	0.366	0.272	0.885
G3NW63	G3Q486	69293.ENSGACP00000009582	69293.ENSGACP00000024690	0	0	0	0	0.892	0	0	0.438	0.936
G3NW63	G3NYB9	69293.ENSGACP00000009582	69293.ENSGACP00000010339	0	0	0	0	0.923	0	0	0.300	0.943
G3NW63	G3PQL2	69293.ENSGACP00000009582	69293.ENSGACP00000019897	0	0	0	0	0.962	0	0	0.290	0.971
G3NW63	G3PKP7	69293.ENSGACP00000009582	69293.ENSGACP00000018177	0	0	0	0	0.490	0.892	0.621	0.527	0.988
G3NW63	G3PZH5	69293.ENSGACP00000009582	69293.ENSGACP00000023015	0	0	0	0	0.857	0.882	0.505	0.668	0.996
G3NW63	G3PDR7	69293.ENSGACP00000009582	69293.ENSGACP00000015741	0	0	0	0	0.837	0.892	0.621	0.772	0.998
G3NW63	G3Q2D6	69293.ENSGACP00000009582	69293.ENSGACP00000024035	0	0	0	0	0.990	0.883	0.509	0.403	0.999
G3NY15	G3PYU1	69293.ENSGACP00000010235	69293.ENSGACP00000022781	0	0	0	0	0.106	0	0	0.393	0.434
G3NY67	G3PXM2	69293.ENSGACP00000010287	69293.ENSGACP00000022361	0	0	0	0	0.094	0	0.621	0	0.641
G3NYB9	G3P8F3	69293.ENSGACP00000010339	69293.ENSGACP00000013877	0	0	0	0	0.485	0	0	0.062	0.496
G3NYB9	G3PM61	69293.ENSGACP00000010339	69293.ENSGACP00000018692	0	0	0	0	0.444	0	0	0.323	0.607
G3NYB9	G3PKP7	69293.ENSGACP00000010339	69293.ENSGACP00000018177	0	0	0	0	0.565	0	0	0.167	0.622
G3NYB9	G3PZH5	69293.ENSGACP00000010339	69293.ENSGACP00000023015	0	0	0	0	0.814	0	0	0.257	0.855
G3NYB9	G3PDR7	69293.ENSGACP00000010339	69293.ENSGACP00000015741	0	0	0	0	0.825	0	0	0.274	0.867
G3NYB9	G3Q2D6	69293.ENSGACP00000010339	69293.ENSGACP00000024035	0	0	0	0	0.962	0.157	0	0.384	0.978
G3NYB9	G3PLE8	69293.ENSGACP00000010339	69293.ENSGACP00000018429	0	0	0	0	0.832	0.883	0.621	0.290	0.994
G3NYB9	G3PQL2	69293.ENSGACP00000010339	69293.ENSGACP00000019897	0	0	0	0	0.850	0.883	0.621	0.610	0.997
G3NYB9	G3Q486	69293.ENSGACP00000010339	69293.ENSGACP00000024690	0	0	0	0	0.942	0.883	0.621	0.440	0.998
G3NZN3	G3PXF9	69293.ENSGACP00000010806	69293.ENSGACP00000022298	0	0	0	0	0.170	0.143	0.293	0.211	0.550
G3NZN3	G3PVK9	69293.ENSGACP00000010806	69293.ENSGACP00000021648	0	0	0	0	0.170	0.143	0.293	0.211	0.550
G3NZN3	G3QAJ2	69293.ENSGACP00000010806	69293.ENSGACP00000026908	0	0	0	0	0.623	0	0	0.272	0.713
G3P3A2	G3PIX9	69293.ENSGACP00000012075	69293.ENSGACP00000017558	0	0	0	0	0.054	0	0	0.643	0.647
G3P3A2	G3PXM2	69293.ENSGACP00000012075	69293.ENSGACP00000022361	0	0	0	0	0.118	0.216	0.377	0.291	0.653
G3P5J3	G3PYU1	69293.ENSGACP00000012866	69293.ENSGACP00000022781	0	0	0	0	0	0.108	0.621	0.205	0.707
G3P5V0	G3PJH2	69293.ENSGACP00000012973	69293.ENSGACP00000017752	0.201	0	0	0	0.962	0.884	0.543	0.358	0.998
G3P5V0	G3Q3C4	69293.ENSGACP00000012973	69293.ENSGACP00000024376	0.201	0	0	0	0.990	0.892	0.621	0.648	0.999
G3P5V0	G3PDV0	69293.ENSGACP00000012973	69293.ENSGACP00000015774	0.201	0	0	0	0.962	0.892	0.621	0.760	0.999
G3P5V0	G3Q972	69293.ENSGACP00000012973	69293.ENSGACP00000026436	0.199	0	0	0	0.992	0.892	0.621	0.670	0.999
G3P5V0	G3PT54	69293.ENSGACP00000012973	69293.ENSGACP00000020790	0	0	0	0	0.992	0.892	0.621	0.077	0.999
G3P5V0	G3Q659	69293.ENSGACP00000012973	69293.ENSGACP00000025366	0.287	0	0	0	0.992	0.892	0.621	0.650	0.999
G3P5V0	G3PQX4	69293.ENSGACP00000012973	69293.ENSGACP00000020009	0	0	0	0	0.990	0.892	0.621	0.236	0.999
G3P5V0	G3Q163	69293.ENSGACP00000012973	69293.ENSGACP00000023611	0	0	0	0	0.992	0.892	0.621	0.669	0.999
G3P5V0	G3PP08	69293.ENSGACP00000012973	69293.ENSGACP00000019341	0.199	0	0	0	0.992	0.892	0.621	0.284	0.999
G3P846	G3Q2D6	69293.ENSGACP00000013770	69293.ENSGACP00000024035	0	0	0	0	0.327	0	0	0.224	0.455
G3P846	G3PLE8	69293.ENSGACP00000013770	69293.ENSGACP00000018429	0	0	0	0	0.051	0	0.485	0	0.490
G3P846	G3P8F3	69293.ENSGACP00000013770	69293.ENSGACP00000013877	0	0	0	0	0.143	0	0	0.435	0.495
G3P846	G3PDR7	69293.ENSGACP00000013770	69293.ENSGACP00000015741	0	0	0	0	0.666	0	0	0.113	0.691
G3P8F3	G3PQL2	69293.ENSGACP00000013877	69293.ENSGACP00000019897	0	0	0	0	0.230	0.108	0	0.202	0.404
G3P8F3	G3PZH5	69293.ENSGACP00000013877	69293.ENSGACP00000023015	0	0	0	0	0.557	0	0	0.062	0.566
G3P8F3	G3PDR7	69293.ENSGACP00000013877	69293.ENSGACP00000015741	0	0	0	0	0.594	0	0	0.079	0.610
G3P8F3	G3PLE8	69293.ENSGACP00000013877	69293.ENSGACP00000018429	0	0	0	0	0.210	0	0.195	0.454	0.622
G3P8F3	G3Q486	69293.ENSGACP00000013877	69293.ENSGACP00000024690	0	0	0	0	0.656	0.049	0	0.072	0.669
G3P8F3	G3PP08	69293.ENSGACP00000013877	69293.ENSGACP00000019341	0	0	0	0	0.692	0	0	0	0.692
G3P8F3	G3PM61	69293.ENSGACP00000013877	69293.ENSGACP00000018692	0	0	0	0	0.526	0.614	0.291	0.236	0.887
G3P8F3	G3Q2D6	69293.ENSGACP00000013877	69293.ENSGACP00000024035	0	0	0	0	0.689	0.693	0.351	0.439	0.960
G3PC16	G3PUL8	69293.ENSGACP00000015140	69293.ENSGACP00000021305	0	0	0	0	0.185	0	0.365	0	0.460
G3PC16	G3PVY2	69293.ENSGACP00000015140	69293.ENSGACP00000021771	0	0	0	0.968	0.116	0.770	0.426	0.267	0.874
G3PDR7	G3PLE8	69293.ENSGACP00000015741	69293.ENSGACP00000018429	0	0	0	0	0.299	0	0.199	0.167	0.491
G3PDR7	G3PPP6	69293.ENSGACP00000015741	69293.ENSGACP00000019581	0	0	0	0	0.658	0	0	0	0.658
G3PDR7	G3PQL2	69293.ENSGACP00000015741	69293.ENSGACP00000019897	0	0	0	0	0.828	0	0	0.202	0.856
G3PDR7	G3PM61	69293.ENSGACP00000015741	69293.ENSGACP00000018692	0	0	0	0	0.475	0.691	0.366	0.107	0.895
G3PDR7	G3Q486	69293.ENSGACP00000015741	69293.ENSGACP00000024690	0	0	0	0	0.923	0	0	0.310	0.944
G3PDR7	G3Q2D6	69293.ENSGACP00000015741	69293.ENSGACP00000024035	0	0	0	0	0.824	0.725	0.509	0.264	0.980
G3PDR7	G3PKP7	69293.ENSGACP00000015741	69293.ENSGACP00000018177	0	0	0	0	0.806	0.887	0.622	0.338	0.993
G3PDR7	G3PZH5	69293.ENSGACP00000015741	69293.ENSGACP00000023015	0	0	0	0	0.830	0.809	0.612	0.760	0.996
G3PDV0	G3Q486	69293.ENSGACP00000015774	69293.ENSGACP00000024690	0	0	0	0	0.646	0	0.114	0	0.672
G3PDV0	G3PLE8	69293.ENSGACP00000015774	69293.ENSGACP00000018429	0	0	0	0	0.762	0.096	0	0.117	0.793
G3PDV0	G3PJH2	69293.ENSGACP00000015774	69293.ENSGACP00000017752	0.186	0	0	0	0.962	0.884	0.543	0.426	0.998
G3PDV0	G3PQX4	69293.ENSGACP00000015774	69293.ENSGACP00000020009	0	0	0	0	0.962	0.892	0.621	0.204	0.998
G3PDV0	G3Q3C4	69293.ENSGACP00000015774	69293.ENSGACP00000024376	0.186	0	0	0	0.989	0.892	0.621	0.722	0.999
G3PDV0	G3Q972	69293.ENSGACP00000015774	69293.ENSGACP00000026436	0.148	0	0	0	0.992	0.892	0.621	0.665	0.999
G3PDV0	G3PT54	69293.ENSGACP00000015774	69293.ENSGACP00000020790	0	0	0	0	0.992	0.885	0.621	0.725	0.999
G3PDV0	G3Q659	69293.ENSGACP00000015774	69293.ENSGACP00000025366	0.201	0	0	0	0.962	0.892	0.621	0.603	0.999
G3PDV0	G3Q163	69293.ENSGACP00000015774	69293.ENSGACP00000023611	0	0	0	0	0.992	0.892	0.621	0.699	0.999
G3PDV0	G3PP08	69293.ENSGACP00000015774	69293.ENSGACP00000019341	0.148	0	0	0	0.992	0.892	0.621	0.440	0.999
G3PJH2	G3Q486	69293.ENSGACP00000017752	69293.ENSGACP00000024690	0	0	0	0	0.691	0	0.294	0.274	0.827
G3PJH2	G3Q972	69293.ENSGACP00000017752	69293.ENSGACP00000026436	0.148	0	0	0	0.962	0.884	0.543	0.223	0.998
G3PJH2	G3Q659	69293.ENSGACP00000017752	69293.ENSGACP00000025366	0.201	0	0	0	0.962	0.884	0.505	0.358	0.998
G3PJH2	G3Q163	69293.ENSGACP00000017752	69293.ENSGACP00000023611	0	0	0	0	0.962	0.884	0.543	0.392	0.998
G3PJH2	G3PP08	69293.ENSGACP00000017752	69293.ENSGACP00000019341	0.148	0	0	0	0.962	0.884	0.543	0.066	0.998
G3PJH2	G3Q3C4	69293.ENSGACP00000017752	69293.ENSGACP00000024376	0.186	0	0.298	0	0.962	0.884	0.543	0.446	0.999
G3PJH2	G3PT54	69293.ENSGACP00000017752	69293.ENSGACP00000020790	0	0	0	0	0.962	0.884	0.543	0.582	0.999
G3PJH2	G3PQX4	69293.ENSGACP00000017752	69293.ENSGACP00000020009	0	0	0	0	0.962	0.884	0.543	0.647	0.999
